,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,
players,特雷沃,阿里扎,SF,33,200,200,10,49,0.9,1.4,0.88,2.5,0.41,7.1,0.35,0.5,65,4.1,65,1.6,43,35,1.5,0.2,89,,,,
players,布鲁克,洛佩斯,C,30,200,200,13,51,1.6,2,0.71,6,0.42,4.4,0.3,1.1,61,2.8,55,1.6,48,35,0.4,1.3,83,,,,
players,尼古拉斯,巴通姆,SF,29,200,200,3,48,2,2.1,0.8,6.3,0.41,4.5,0.32,0.9,63,3.4,57,4.7,45,36,1,0.3,87,,,,
players,凯利,奥伯尔,SF,22,200,200,29,48,1.1,2.7,0.84,5.1,0.41,4.3,0.33,0.8,65,3.9,60,1.1,44,54,0.9,0.4,85,,,,
players,卡里斯,勒夫特,SG,23,200,200,2,47,2.4,2.7,0.69,6.6,0.41,3.4,0.32,0.8,62,3,57,4.1,43,46,1.1,0.3,83,,,,
players,泰勒,约翰逊,SG,26,200,200,15,46,1.3,2,0.83,5.2,0.41,4.8,0.33,0.5,63,3.1,59,2.3,41,43,0.9,0.5,85,,,,
players,鲁迪,盖伊,SF,31,200,200,26,51,1.6,2.7,0.79,7.1,0.44,2,0.32,1.4,67,3.8,62,1.5,50,37,0.8,0.6,83,,,,
players,马科,贝里内利,SG,32,200,200,0,37,1,2.1,0.9,4.5,0.4,4.8,0.33,0.3,55,1.7,58,2,33,35,0.9,0.1,80,,,,
players,德安德鲁,乔丹,C,30,200,200,12,77,1.7,3.5,0.6,7.2,0.46,1,0.26,4.3,70,10.7,53,1.3,85,46,0.4,1,90,,,,
players,德阿龙,福克斯,SG,20,200,200,25,43,2.4,2.9,0.73,8.6,0.41,1.9,0.31,0.5,61,2.1,54,4.3,39,52,1,0.3,83,,,,
players,德雷蒙德,格林,PF,28,200,200,9,78,2.9,2.7,0.77,5.4,0.42,3.7,0.32,1.2,77,6.7,59,7.3,71,60,1.2,1.4,90,,,,
players,韦恩,艾灵顿,SG,30,200,200,15,38,0.7,1,0.83,2,0.4,7.6,0.35,0.3,58,2.7,63,1,33,35,0.6,0.1,82,,,,
players,博格丹,博格达诺维奇,SG,25,200,200,25,42,1.7,1.6,0.84,5.2,0.41,3.8,0.33,0.4,59,2.3,61,3.2,37,37,1,0.3,83,,,,
players,何塞,巴里亚,PG,34,200,200,6,43,1.9,1.8,0.78,5.4,0.4,4.4,0.32,0.3,56,2.8,57,6,37,35,0.5,0.1,80,,,,
players,约什,杰克逊,SG,21,200,200,23,45,1.7,3.1,0.61,7.7,0.4,2.8,0.3,1.1,60,2.9,52,1.2,43,47,0.9,0.5,81,,,,
players,特雷,莱尔斯,PF,22,200,200,7,49,0.9,2.3,0.69,4.9,0.43,3.3,0.33,0.9,64,4.5,63,1.3,45,51,0.5,0.5,82,,,,
players,凯利,奥利尼克,PF,27,200,200,15,50,2,2.2,0.75,4.7,0.42,3.4,0.33,1.1,62,4.4,61,2.3,47,40,0.8,0.4,84,,,,
players,德维恩,韦德,SG,36,200,200,15,51,2,2.9,0.7,7.9,0.43,1.5,0.32,0.8,65,3.1,61,3.5,47,35,0.9,0.7,82,,,,
players,马基夫,莫里斯,PF,28,200,200,29,50,1.6,1.7,0.84,6.2,0.42,2.7,0.32,1.1,62,4.5,59,1.5,47,36,0.8,0.5,85,,,,
players,艾森,伊利亚索瓦,PF,31,200,200,0,46,1,1.9,0.81,5,0.41,3.6,0.32,1.6,58,3.8,59,1.1,46,35,0.9,0.4,84,,,,
players,杰夫,格林,SF,31,200,200,5,40,1,3.1,0.87,5.8,0.42,1.8,0.31,0.9,59,2.5,56,1.3,38,35,0.5,0.4,82,,,,
players,弗兰克,卡明斯基,C,25,200,200,3,40,0.8,2.2,0.77,5.7,0.4,3.6,0.3,0.6,58,3.1,50,1.5,37,38,0.5,0.3,84,,,,
players,乔,英格尔斯,SF,30,200,200,28,48,1.8,0.6,0.82,2.6,0.41,5.5,0.36,0.3,61,3.8,66,4.1,41,35,1.1,0.2,86,,,,
players,保罗,加索尔,PF,38,200,200,26,63,1.5,2.7,0.78,6.7,0.43,1.7,0.33,1.6,68,6.7,64,3.2,61,35,0.3,1,85,,,,
players,伊斯梅尔,史密斯,PG,30,200,200,8,41,1.3,1.5,0.7,9.1,0.42,1,0.29,0.4,59,2.3,52,4.4,37,35,0.7,0.2,80,,,,
players,约吉,费雷尔,PG,25,200,200,6,40,1.1,1.4,0.81,4.5,0.4,4.3,0.33,0.4,56,2.9,58,2.2,35,35,0.7,0.1,83,,,,
players,乔,哈里斯,SG,26,200,200,2,38,1,1.3,0.8,3.2,0.41,4.7,0.34,0.7,55,2.8,61,1.5,36,35,0.5,0.2,81,,,,
players,CJ,迈尔斯,SG,31,200,200,27,38,0.5,1.2,0.84,2.1,0.4,6.3,0.35,0.3,59,1.7,62,0.7,33,35,0.7,0.4,79,,,,
players,乔治,希尔,PG,32,200,200,5,40,1.4,2.3,0.79,4.6,0.41,3,0.33,0.5,56,2.2,60,2.7,35,35,0.9,0.3,81,,,,
players,约翰,科林斯,PF,20,200,200,0,56,1.3,2.5,0.73,6.8,0.44,1,0.3,2.7,63,4.3,60,1,60,55,0.6,1.1,83,,,,
players,朗佐,鲍尔,PG,20,200,200,13,70,2.7,1.4,0.6,5.7,0.39,5.4,0.33,1.3,73,5.8,56,7.1,65,69,1.5,0.9,87,,,,
players,蒂龙,华莱士,SG,24,200,200,12,45,1.4,3.2,0.78,6.8,0.41,1.2,0.3,0.6,63,2.8,53,2.4,41,47,0.9,0.5,84,,,,
players,詹姆斯,约翰逊,SF,31,200,200,15,51,2.1,2,0.69,5.6,0.41,2.7,0.31,0.8,61,4,55,3.9,47,35,0.9,0.6,84,,,,
players,马库斯,斯玛特,PG,24,200,200,1,52,2.5,2.4,0.74,5.1,0.39,4.6,0.32,0.8,68,2.8,54,4.7,47,54,1.3,0.5,85,,,,
players,德维恩,戴德蒙,C,28,200,200,0,54,1.3,1.4,0.78,5.4,0.43,1.9,0.29,1.8,59,5.7,56,1.5,54,35,0.5,0.7,84,,,,
players,特里,罗齐尔,PG,24,200,200,1,48,0.9,1.6,0.8,4.6,0.4,4.5,0.34,0.8,67,3.7,59,2.4,44,53,1.1,0.2,81,,,,
players,杰迈克尔,格林,PF,28,200,200,14,47,1.3,1.9,0.74,6.1,0.41,2.3,0.31,2.5,58,4.9,55,1.2,52,35,0.6,0.3,84,,,,
players,贾马尔,克劳福德,SG,38,200,200,17,33,1.1,1.5,0.9,5,0.4,3.6,0.32,0.3,53,1,54,2.3,29,35,0.5,0.1,78,,,,
players,莱恩,安德森,PF,30,200,200,10,43,0.8,1.5,0.8,2.3,0.4,5.4,0.34,1.5,62,3.8,60,1,44,35,0.4,0.3,86,,,,
players,丹泽尔,瓦伦蒂内,SG,24,200,200,4,47,1.2,0.6,0.82,4.3,0.4,4.8,0.33,0.7,59,4.7,58,3.1,43,40,0.7,0.1,83,,,,
players,迈克尔,吉尔克里斯特,SF,24,200,200,3,45,0.6,2.3,0.69,8.1,0.42,1,0.28,1.2,60,3.3,50,1.1,44,41,0.8,0.5,84,,,,
players,德里克,罗斯,PG,29,200,200,5,32,1.8,2.6,0.85,6.8,0.4,1.5,0.29,0.6,54,1.2,49,1.6,30,35,0.2,0.3,77,,,,
players,格雷格,门罗,C,28,200,200,1,49,1.7,2,0.65,7.1,0.44,1,0.25,2.2,59,4.9,48,2.1,52,35,0.7,0.3,83,,,,
players,帕特里克,米尔斯,PG,29,200,200,26,37,1.4,1.3,0.88,3,0.4,4.8,0.34,0.3,58,1.6,59,2.6,33,35,0.7,0.1,80,,,,
players,艾尔,法鲁克,SF,27,200,200,24,57,1,1,0.74,3.6,0.39,4.9,0.34,1.2,63,6.1,59,1.1,53,40,0.9,0.7,86,,,,
players,马文,威廉姆斯,PF,32,200,200,3,43,0.8,1.4,0.88,3.3,0.4,3.7,0.33,1,56,3.8,60,1.1,41,35,0.7,0.4,84,,,,
players,凯尔,科沃尔,SG,37,200,200,5,34,0.7,1,0.89,2,0.4,5.3,0.35,0.3,54,1.8,62,1.3,30,35,0.3,0.4,79,,,,
players,雷吉,巴洛克,SG,27,200,200,8,37,0.6,0.6,0.68,3,0.42,3.9,0.34,0.3,58,1.9,64,1.3,32,35,0.8,0.2,82,,,,
players,马努,吉诺比利,SG,40,200,200,26,37,1.6,1.7,0.87,4.4,0.41,3.2,0.32,0.3,56,1.8,58,2.5,33,35,0.6,0.3,79,,,,
players,沙巴兹,内皮尔,PG,27,200,200,24,41,1.4,1.9,0.83,4.6,0.4,2.7,0.33,0.3,60,1.9,58,2.2,36,37,1.2,0.2,79,,,,
players,麦克,詹姆斯,PG,27,200,200,10,40,1.4,2.3,0.76,6.2,0.39,2.7,0.3,0.4,56,2.1,48,3.5,36,35,0.8,0.2,78,,,,
players,兰斯,史蒂芬森,PG,27,200,200,11,48,1.7,1.6,0.66,5.7,0.4,2.7,0.31,0.8,60,4.8,54,3,44,36,0.6,0.2,80,,,,
players,米洛斯,特奥多西奇,PG,31,200,200,12,42,2.2,0.8,0.86,3,0.39,5.7,0.33,0.5,58,2.6,55,5.3,38,35,0.5,0.1,81,,,,
players,迈克,斯科特,PF,30,200,200,29,37,1.1,1,0.68,4.5,0.43,2.3,0.32,0.6,55,2.7,61,0.9,34,35,0.4,0.2,80,,,,
players,贾巴里,帕克,PF,23,200,200,16,42,1,3.5,0.86,4.8,0.41,1.5,0.28,0.3,60,2.3,49,0.8,36,44,0.8,0.5,80,,,,
players,威尔森,钱德勒,SF,31,200,200,7,45,1.3,1.6,0.83,4.9,0.4,3,0.31,1.3,58,3.7,53,1.9,44,35,0.5,0.5,85,,,,
players,乔丹,克劳福德,SG,29,200,200,18,34,2,0.5,0.6,4.5,0.41,2.5,0.35,1,54,1,65,4.5,34,35,0.2,0.5,78,,,,
players,泰伦斯,罗斯,SG,27,200,200,21,44,1.1,1.6,0.74,4.1,0.39,3.9,0.32,0.5,59,2.7,53,1.6,39,35,1.2,0.4,82,,,,
players,蒙特雷斯,哈雷尔,PF,24,200,200,12,44,0.8,2.5,0.62,6.1,0.44,1,0.28,1.4,60,2.6,53,0.7,44,41,0.5,0.7,79,,,,
players,亚历克,伯克斯,SG,27,200,200,28,40,0.9,2.4,0.86,4.9,0.39,2.5,0.31,0.3,57,2.9,51,1.2,35,35,0.7,0.2,78,,,,
players,约翰,汉森,PF,27,200,200,16,60,1.2,2.3,0.6,6.3,0.44,1,0.28,2,64,4.9,53,1.4,60,42,0.5,1.4,85,,,,
players,狄龙,布鲁克斯,SF,22,200,200,14,39,1.3,1.4,0.72,4.9,0.4,2.7,0.32,0.5,55,2.6,54,1.3,35,39,0.8,0.3,84,,,,
players,DJ,奥古斯丁,PG,30,200,200,21,37,1.3,2.5,0.85,3,0.39,3.3,0.32,0.4,53,1.5,54,3.2,33,35,0.8,0.1,78,,,,
players,马尔钦,戈塔特,C,34,200,200,29,57,1.3,2.1,0.62,7,0.42,1,0.25,2.3,61,5.7,45,1.8,59,35,0.6,0.8,86,,,,
players,钱德勒,帕森斯,SF,29,200,200,14,38,1.1,1,0.6,3.2,0.41,3.7,0.33,0.5,54,2.4,59,2,34,35,0.5,0.3,80,,,,
players,丹尼,格林,SG,31,200,200,26,53,1.1,0.7,0.74,3.6,0.4,4.5,0.34,0.5,65,3.1,60,1.8,47,36,1,1.1,83,,,,
players,杰,克劳德,PF,28,200,200,28,39,0.8,1.7,0.85,3.6,0.39,3.6,0.32,0.8,58,2.5,53,1.1,37,35,0.8,0.2,84,,,,
players,伊曼纽尔,穆迪埃,PG,22,200,200,19,38,1.7,1.9,0.82,5.4,0.39,2.4,0.32,0.4,59,1.9,53,3,34,45,0.5,0.1,77,,,,
players,以赛亚,坎南,PG,27,200,200,23,40,1.5,2.6,0.9,3.6,0.38,3.3,0.31,0.3,58,2,51,3.8,35,35,0.8,0.1,79,,,,
players,特洛伊,丹尼尔斯,SG,27,200,200,23,29,0.7,0.9,0.9,2,0.38,5.5,0.34,0.3,49,1.1,57,0.6,26,35,0.2,0.1,78,,,,
players,斯坦利,约翰逊,SF,22,200,200,8,44,1,2,0.78,4.4,0.38,3.5,0.31,0.5,61,3.2,49,1.6,39,48,1.2,0.2,85,,,,
players,德文,哈里斯,PG,35,200,200,7,36,1.1,2.5,0.83,3.7,0.38,2.8,0.31,0.3,51,1.7,51,1.9,32,35,0.8,0.2,77,,,,
players,拉里,南斯Jr,SF,25,200,200,5,54,1,2,0.64,5.9,0.44,1,0.28,2.5,63,4.2,53,1.4,57,44,1.4,0.5,82,,,,
players,德隆,莱特,PG,26,200,200,27,47,1.3,1.9,0.87,4.3,0.41,2.1,0.32,0.7,64,2.4,56,2.7,42,44,1.1,0.5,80,,,,
players,杰里安,格兰特,PG,25,200,200,4,41,1.3,2.6,0.76,4.2,0.39,2.5,0.31,0.5,57,2.2,52,4.9,37,35,0.7,0.1,80,,,,
players,安德鲁,哈里森,PG,23,200,200,14,40,1.5,2.5,0.81,4.5,0.39,2.3,0.31,0.4,56,1.8,50,2.7,35,38,0.7,0.5,79,,,,
players,托尼,帕克,PG,36,200,200,26,39,1.4,1.4,0.66,7.1,0.42,1,0.29,0.3,57,2,52,4,34,35,0.6,0.1,78,,,,
players,艾利克斯,伦,C,25,200,200,23,54,1.2,3.2,0.73,5.3,0.42,1,0.25,2.6,60,5.1,45,1.2,58,41,0.4,0.8,83,,,,
players,JR,史密斯,SG,32,200,200,5,40,0.9,0.7,0.67,2.3,0.38,5.2,0.33,0.4,56,2.6,55,2,35,35,0.9,0.1,84,,,,
players,埃文,特纳,SF,29,200,200,24,40,1.4,1.4,0.84,5.9,0.4,1.5,0.3,0.4,56,3,50,2.2,35,35,0.6,0.3,83,,,,
players,韦恩,塞尔登,SG,23,200,200,14,35,1.8,1.9,0.73,3.9,0.39,3.2,0.32,0.5,54,1.3,53,1.8,32,35,0.6,0.1,79,,,,
players,加内特,坦普尔,SG,32,200,200,25,39,1.3,1.2,0.73,4,0.38,3.5,0.32,0.4,53,2,52,1.9,35,35,0.9,0.5,81,,,,
players,萨波,索夫洛萨,SG,34,200,200,28,45,0.8,1.4,0.82,4.1,0.41,2.2,0.31,0.8,56,3.5,55,0.9,42,35,1.4,0.3,80,,,,
players,德怀特,拜克斯,PG,29,200,200,8,35,1.5,1.4,0.86,5.4,0.4,1.5,0.31,0.3,53,1.4,54,2.3,31,35,0.5,0.1,75,,,,
players,马里奥,赫佐尼亚,SG,23,200,200,21,40,1.1,1,0.8,3.7,0.4,3.1,0.31,0.5,55,2.8,54,1.1,36,36,0.8,0.3,78,,,,
players,凯尔,安德森,SF,24,200,200,26,59,1.4,1.9,0.78,5.4,0.42,1,0.3,1.1,67,4.7,55,2.7,55,51,1.4,0.8,85,,,,
players,安东尼,托利弗,PF,33,200,200,8,35,0.8,1.6,0.8,2,0.39,4.4,0.33,0.5,52,2.3,57,1.2,32,35,0.3,0.3,81,,,,
players,特雷,伯克,PG,25,200,200,19,34,0.7,1.2,0.64,4.7,0.42,1.4,0.31,0.3,54,1.2,58,2.9,30,35,0.3,0.1,75,,,,
players,弗雷德,范弗里特,PG,24,200,200,27,42,0.9,1.2,0.87,3.7,0.4,3,0.33,0.3,62,2.1,57,3,36,46,0.9,0.2,78,,,,
players,达柳斯,米勒,SF,28,200,200,18,33,0.7,0.9,0.87,2,0.39,4.5,0.34,0.3,53,1.8,58,1.2,29,35,0.3,0.2,81,,,,
players,杰里,贝勒斯,PG,29,200,200,22,35,1.2,1.1,0.8,3,0.38,3.7,0.32,0.4,54,1.7,53,1.4,31,35,0.6,0.2,80,,,,
players,斯卡尔,拉比西埃,PF,22,200,200,25,44,1,1.8,0.75,6.3,0.4,1,0.3,1.5,57,3,51,0.9,45,42,0.5,0.7,80,,,,
players,杰拉米,格兰特,SF,24,200,200,20,46,0.8,2.6,0.67,4.3,0.41,1.3,0.29,1.2,60,2.9,50,0.8,44,42,0.4,0.9,81,,,,
players,德怀特,鲍威尔,PF,27,200,200,6,44,0.7,2,0.71,4.1,0.42,1,0.29,1.7,55,3.5,52,0.9,46,35,0.9,0.4,81,,,,
players,马里奥,钱莫斯,PG,32,200,200,14,42,1.8,2,0.84,4,0.37,2.9,0.3,0.3,53,2.5,46,3.1,36,35,1.2,0.2,79,,,,
players,马利斯,斯贝茨,PF,30,200,200,21,33,0.8,1.1,0.75,2.2,0.38,4.5,0.32,0.4,48,2.2,52,0.7,30,35,0.2,0.4,77,,,,
players,布林,福布斯,SG,24,200,200,26,33,0.6,0.9,0.61,3.6,0.39,3.4,0.32,0.3,55,1.4,54,1,29,35,0.4,0.1,79,,,,
players,贾莱特,杰克,SG,34,200,200,19,42,1.9,1.2,0.81,6,0.39,1.4,0.29,0.4,53,2.8,47,5.9,37,35,0.6,0.1,82,,,,
players,弗兰克,梅森,PG,24,200,200,25,37,1.3,2.2,0.76,5.4,0.38,1.5,0.31,0.4,54,1.7,51,2.9,33,35,0.5,0.1,77,,,,
players,科里,约瑟夫,PG,26,200,200,11,42,1,1.1,0.76,4.6,0.39,2.3,0.31,0.4,59,2.5,52,3.2,37,35,0.9,0.2,81,,,,
players,贾莱特,阿伦,C,20,200,200,2,46,0.9,1.8,0.77,5.1,0.42,1,0.27,1.9,58,3.2,50,0.6,48,47,0.4,0.8,81,,,,
players,拉简,朗多,PG,32,200,200,18,48,2.1,0.5,0.6,4.7,0.4,2.3,0.31,0.5,59,3.1,53,7.3,42,35,0.9,0.2,81,,,,
players,卢克,理查德,SF,31,200,200,10,44,1.2,1.4,0.69,2.7,0.4,3,0.32,0.4,60,2.9,54,1,39,35,1.2,0.4,84,,,,
players,TJ,麦康奈尔,PG,26,200,200,22,46,1.8,0.6,0.83,5.1,0.41,1,0.33,0.5,60,2.7,59,4.5,41,39,1.2,0.2,81,,,,
players,梅森,普拉姆利,C,28,200,200,7,57,1.6,2.7,0.6,5.4,0.43,1,0.25,1.9,61,4.1,45,2,57,36,0.7,1.2,83,,,,
players,托尼,斯内尔,SG,26,200,200,16,37,0.5,0.8,0.78,2.2,0.39,3.6,0.33,0.3,56,2,55,1.2,32,35,0.6,0.4,84,,,,
players,埃德里斯,阿德巴约,PF,21,200,200,15,49,0.9,2.7,0.73,4.8,0.42,1,0.28,1.7,61,3.7,48,1.6,50,51,0.6,0.7,82,,,,
players,乔,约翰逊,SF,37,200,200,28,37,1,0.8,0.83,4.5,0.38,2.6,0.29,0.4,50,3,47,1.4,33,35,0.4,0.2,80,,,,
players,道格,迈克德莫特,SF,26,200,200,6,33,0.6,0.9,0.76,3.6,0.39,2.5,0.31,0.6,51,1.8,53,1,30,35,0.2,0.2,80,,,,
players,大卫,韦斯特,PF,37,200,200,9,50,1.1,1.1,0.73,5,0.43,1,0.31,0.9,59,2.5,60,1.9,46,35,0.7,1.1,78,,,,
players,米尔扎,泰利托维奇,SF,32,200,200,16,34,0.7,0.5,0.6,2,0.39,4.5,0.34,0.3,50,2,59,1,30,35,0.4,0.1,77,,,,
players,安东尼奥,布莱克尼,SG,22,200,200,4,31,0.7,1.8,0.76,4.3,0.37,2.5,0.3,0.3,51,1.4,46,0.6,28,35,0.2,0.1,75,,,,
players,马基斯,克里斯,SF,21,200,200,23,52,1.4,2,0.6,3.5,0.38,2.7,0.3,0.9,59,4.3,49,1.2,48,47,0.7,1,81,,,,
players,詹姆斯,恩尼斯,SF,28,200,200,8,38,0.8,1.7,0.87,3.1,0.4,1.9,0.31,1.2,53,2.3,52,1.1,37,35,0.7,0.3,81,,,,
players,科迪,泽勒,PF,25,200,200,3,47,1.2,3,0.72,4.7,0.4,1,0.32,2.1,57,3.4,55,1,50,35,0.4,0.8,81,,,,
players,贾米尔,威尔森,SF,27,200,200,12,35,0.5,0.5,0.6,2,0.39,4.2,0.34,0.3,52,1.9,58,0.7,31,35,0.3,0.5,79,,,,
players,内内,希拉里奥,PF,35,200,200,10,38,0.8,1.9,0.65,4.6,0.42,1,0.27,0.9,54,2.5,49,1,36,35,0.5,0.2,78,,,,
players,德章泰,穆雷,SG,21,200,200,26,49,1.6,1.7,0.71,6.3,0.39,1,0.28,1.3,63,3.9,46,2.8,47,52,0.9,0.3,79,,,,
players,大卫,恩瓦巴,SG,25,200,200,4,44,0.9,2.9,0.61,4.4,0.4,1,0.29,1.1,56,3.2,49,1.3,42,35,0.7,0.5,80,,,,
players,伊塞亚,怀特海德,SG,23,200,200,2,35,1.7,1.4,0.68,4.7,0.39,1.1,0.31,0.3,52,1.6,53,1.4,31,35,0.6,0.1,75,,,,
players,卢克,肯纳德,SG,22,200,200,8,36,0.9,0.8,0.85,3.4,0.39,2.5,0.32,0.3,55,1.8,54,1.4,31,39,0.6,0.2,78,,,,
players,泰勒,尤利斯,PG,22,200,200,23,39,1.6,1.3,0.81,5.2,0.38,1.8,0.29,0.3,55,1.3,44,4,34,38,1,0.1,79,,,,
players,雅各布,珀尔特尔,C,22,200,200,27,50,0.9,1.3,0.6,4.7,0.44,1,0.3,2.1,63,2.6,57,0.5,52,49,0.3,1.2,82,,,,
players,特雷沃,布克,PF,30,200,200,22,41,1,1.7,0.69,4.9,0.41,1,0.28,1.7,54,3.2,48,1.3,43,35,0.5,0.3,80,,,,
players,泰勒,泽勒,C,28,200,200,16,39,0.9,1.3,0.67,4.6,0.41,1,0.28,1.5,52,3.1,47,0.6,40,35,0.2,0.5,80,,,,
players,雷蒙德,费尔顿,PG,34,200,200,20,37,0.9,0.6,0.75,4.1,0.38,2.5,0.31,0.3,53,1.8,50,2.6,32,35,0.6,0.2,76,,,,
players,约什,格雷,PG,24,200,200,23,50,1.3,2.3,0.67,5,0.36,2.5,0.31,0.5,62,2,46,3,44,44,2,0.5,78,,,,
players,韦斯利,约翰逊,SF,31,200,200,12,52,1,1,0.73,3.1,0.38,2.9,0.31,0.4,58,3.2,50,1,45,35,1.2,1.1,82,,,,
players,凯尔,奥奎因,C,28,200,200,19,53,1.3,1.8,0.75,4.3,0.42,1,0.25,1.5,57,4.2,44,1.9,51,35,0.4,1.1,81,,,,
players,尼克,杨,SF,33,200,200,9,31,0.5,0.6,0.7,2,0.39,3.6,0.33,0.3,53,1,55,0.4,28,35,0.4,0.1,77,,,,
players,帕斯卡尔,西亚卡姆,PF,24,200,200,27,48,0.9,1,0.6,3.9,0.4,1.9,0.28,1.1,63,3.3,47,1.8,45,46,0.9,0.5,82,,,,
players,艾尔,杰弗森,C,33,200,200,11,40,0.6,0.8,0.77,5.5,0.41,1,0.25,0.8,52,3,41,0.9,37,35,0.4,0.5,78,,,,
players,戈尔吉,吉昂,C,28,200,200,17,44,0.8,1.5,0.76,4.4,0.4,1,0.27,1.3,58,3.2,44,1,43,35,0.7,0.5,81,,,,
players,兰斯顿,加洛韦,PG,26,200,200,8,35,0.5,0.8,0.79,2,0.38,3.8,0.32,0.3,54,1.4,51,1.2,30,35,0.6,0.1,75,,,,
players,蒂莫西,鲁瓦乌,SG,23,200,200,22,32,0.8,1.2,0.79,2.4,0.37,3.4,0.31,0.3,53,1.3,49,1.2,29,35,0.3,0.1,77,,,,
players,泰森,钱德勒,C,35,200,200,23,53,1.3,2.2,0.62,4.1,0.42,1,0.25,3.1,54,6.5,43,1.2,60,35,0.3,0.6,85,,,,
players,帕特,康诺顿,SG,25,200,200,24,33,0.6,0.7,0.85,2.5,0.38,2.8,0.31,0.4,53,1.7,52,1.3,30,35,0.2,0.3,79,,,,
players,贾斯蒂斯,温斯洛,SF,22,200,200,15,48,1.2,1.1,0.69,4.8,0.38,1.4,0.31,1,59,4.5,50,2,45,44,0.6,0.5,82,,,,
players,特里斯坦,汤普森,C,27,200,200,5,43,0.6,1.6,0.6,4.4,0.42,1,0.25,2.1,55,4,43,0.6,46,35,0.3,0.4,82,,,,
players,贾雷尔,马丁,PF,24,200,200,14,42,1,1.2,0.81,4.6,0.39,1,0.29,1.3,54,2.5,47,0.6,41,35,0.6,0.7,81,,,,
players,德拉甘,本德尔,PF,20,200,200,23,41,1.2,0.5,0.79,2,0.37,3.7,0.32,0.4,53,3.3,51,1.4,36,40,0.3,0.6,82,,,,
players,诺曼,鲍威尔,SG,25,200,200,27,37,1.1,0.8,0.81,3.2,0.38,2.7,0.3,0.3,57,1.6,48,1.5,32,36,0.7,0.3,77,,,,
players,贾斯汀,安德森,SG,24,200,200,22,35,0.5,0.9,0.7,2.7,0.39,2.5,0.31,0.7,53,1.8,51,0.6,32,35,0.4,0.2,76,,,,
players,科斯塔,库佛斯,C,29,200,200,25,45,0.7,1.2,0.6,5,0.41,1,0.25,2,53,4.2,41,1.1,48,35,0.7,0.4,81,,,,
players,本,麦克莱默,SG,25,200,200,14,33,0.9,0.9,0.87,3.3,0.37,2.5,0.3,0.4,49,1.4,45,0.8,29,35,0.6,0.2,76,,,,
players,马尔科姆,德莱尼,PG,29,200,200,0,36,1.3,1.5,0.8,3,0.37,2.3,0.31,0.3,49,1.7,47,3,31,35,0.6,0.1,77,,,,
players,戴维斯,贝尔坦斯,PF,24,200,200,26,36,0.5,0.6,0.85,2,0.38,3.4,0.32,0.3,55,1.9,52,1,31,35,0.3,0.4,78,,,,
players,理查恩,福尔摩斯,PF,24,200,200,22,41,0.6,1,0.69,4.3,0.41,1,0.27,1.2,54,3.2,46,1.1,40,35,0.4,0.4,78,,,,
players,卢克,巴比特,SF,29,200,200,0,32,0.5,0.6,0.77,2,0.39,3,0.32,0.3,46,2.1,54,0.7,28,35,0.2,0.1,77,,,,
players,约什,哈特,SG,23,200,200,13,40,0.6,1.1,0.66,2.1,0.39,2.6,0.32,0.5,55,3,53,1.1,36,36,0.7,0.2,79,,,,
players,约迪,米克斯,SG,30,200,200,29,33,0.5,1.5,0.87,2.4,0.37,2.8,0.3,0.3,51,1.4,46,0.9,29,35,0.4,0.1,76,,,,
players,贾希尔,奥卡福,C,22,200,200,2,37,0.7,1.2,0.74,4.9,0.4,1,0.25,0.7,52,2.3,40,0.5,34,35,0.2,0.6,78,,,,
players,扎扎,帕楚里亚,C,34,200,200,9,43,1.2,1.3,0.82,4.1,0.42,1,0.25,1.2,55,3.7,43,1.6,42,35,0.6,0.2,79,,,,
players,马克,穆斯卡拉,PF,27,200,200,0,40,0.6,1,0.89,2.4,0.4,1.8,0.32,1,53,2.7,55,0.9,38,35,0.5,0.5,79,,,,
players,马克尔,富尔茨,SG,20,200,200,22,36,1.5,3,0.6,6.8,0.36,1,0.27,0.8,55,1.5,38,1.8,34,44,0.5,0.3,78,,,,
players,约纳斯,杰雷布科,PF,31,200,200,28,36,0.5,0.8,0.82,2.7,0.39,2,0.32,0.8,51,2.5,53,0.7,34,35,0.4,0.2,79,,,,
players,托马斯,萨托兰斯基,PG,26,200,200,29,38,0.8,1.2,0.72,3.1,0.4,1.2,0.32,0.8,56,1.6,57,3,36,35,0.7,0.1,77,,,,
players,OG,阿奴诺比,SF,21,200,200,27,37,0.6,0.8,0.72,2,0.39,2.9,0.31,0.6,59,1.8,52,0.8,34,48,0.8,0.1,81,,,,
players,内曼加,别利卡,PF,30,200,200,17,38,0.6,0.6,0.85,2.2,0.39,2.3,0.32,0.6,53,2.6,55,0.9,35,35,0.6,0.1,79,,,,
players,CJ,威廉姆斯,SG,28,200,200,12,37,0.6,0.5,0.79,3.1,0.39,2.1,0.31,0.4,54,1.2,51,0.9,32,35,0.9,0.5,78,,,,
players,欧米,卡斯比,PF,30,200,200,9,41,0.8,1.3,0.77,3.6,0.41,1,0.32,0.6,56,3.3,58,1,37,35,0.4,0.4,78,,,,
players,博班,马扬诺维奇,C,29,200,200,12,34,1.1,2.3,0.8,4,0.4,1,0.25,0.8,50,2.1,39,0.7,33,35,0.2,0.3,76,,,,
